RESDATE;CONTRACTNO;CURRENCY;EXCHANGERATE;FXRATEDIRECTION;INOUTFLOW;FLOWTYPE;D1;D2;D3;D4;D5;D6;D7;M1;M2_3;M4_6;M7_9;M10_12;Y2;Y3_5;Y5_10;YREST
28.02.2013;374;JPY;0.0098;N;In;;890000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;375;AED;1;N;In;;0;0;0;260000;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;376;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;377;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-760000;0;0;0;0
28.02.2013;378;AED;1;N;In;;0;0;0;0;0;0;0;0;0;970000;0;0;0;0;0;0
28.02.2013;379;AED;1;N;In;;0;0;0;600000;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;380;EUR;1.37;N;Lim;;240000;240000;240000;240000;240000;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;381;JPY;0.0098;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;350000;0;0;0
28.02.2013;382;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;610000;0;0;0;0;0;0
28.02.2013;383;JPY;0.0098;N;Out;;0;-280000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;384;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;330000;0;0;0;0
28.02.2013;385;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;980000;0;0;0
28.02.2013;386;AED;1;N;Lim;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;387;AED;1;N;Lim;;230000;230000;230000;230000;230000;230000;230000;230000;0;0;0;0;0;0;0;0
28.02.2013;388;AED;1;N;In;;0;0;0;0;0;0;430000;0;0;0;0;0;0;0;0;0
28.02.2013;389;USD;1;N;Out;;0;0;0;0;0;0;0;0;-90000;0;0;0;0;0;0;0
28.02.2013;390;CHF;1.19;N;Out;;0;0;0;0;0;0;-230000;0;0;0;0;0;0;0;0;0
28.02.2013;391;AED;1;N;In;;0;0;0;0;0;0;0;0;0;940000;0;0;0;0;0;0
28.02.2013;392;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;440000;0;0;0
28.02.2013;393;JPY;0.0098;N;In;;220000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;394;AED;1;N;Out;;0;-40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;395;AED;1;N;In;;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0
28.02.2013;396;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;397;USD;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;398;EUR;1.37;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;399;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;-460000;0;0;0;0;0
28.02.2013;400;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;401;JPY;0.0098;N;Out;;0;0;0;0;0;-450000;0;0;0;0;0;0;0;0;0;0
28.02.2013;402;JPY;0.0098;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;403;USD;1;N;Lim;;310000;310000;310000;310000;310000;310000;310000;310000;310000;310000;310000;0;0;0;0;0
28.02.2013;404;AED;1;N;Out;;0;0;450000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;405;EUR;1.37;N;Lim;;110000;110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;406;USD;1;N;Out;;0;0;0;0;0;0;0;-40000;0;0;0;0;0;0;0;0
28.02.2013;407;AED;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;408;AED;1;N;Lim;;290000;290000;290000;290000;290000;290000;290000;0;0;0;0;0;0;0;0;0
28.02.2013;409;JPY;0.0098;N;Lim;;910000;910000;910000;910000;910000;910000;910000;0;0;0;0;0;0;0;0;0
28.02.2013;410;EUR;1.37;N;Out;;0;0;0;0;0;0;0;-920000;0;0;0;0;0;0;0;0
28.02.2013;411;AED;1;N;In;;0;0;0;0;0;0;0;670000;0;0;0;0;0;0;0;0
28.02.2013;412;EUR;1.37;N;In;;0;0;-830000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;413;EUR;1.37;N;In;;0;0;0;0;0;420000;0;0;0;0;0;0;0;0;0;0
28.02.2013;414;AED;1;N;In;;0;0;0;0;0;0;0;980000;0;0;0;0;0;0;0;0
28.02.2013;415;EUR;1.37;N;Out;;0;-560000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;416;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;-890000;0;0;0;0;0;0
28.02.2013;417;EUR;1.37;N;Out;;0;0;0;0;0;0;-770000;0;0;0;0;0;0;0;0;0
28.02.2013;418;USD;1;N;Lim;;830000;830000;830000;830000;830000;830000;830000;830000;830000;830000;830000;830000;0;0;0;0
28.02.2013;419;AED;1;N;In;;0;0;0;0;0;0;0;620000;0;0;0;0;0;0;0;0
28.02.2013;420;USD;1;N;Out;;0;0;270000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;421;AED;1;N;Out;;0;0;0;0;0;-660000;0;0;0;0;0;0;0;0;0;0
28.02.2013;422;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-570000;0;0;0
28.02.2013;423;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;800000;0;0;0;0;0
28.02.2013;424;USD;1;N;Lim;;300000;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;425;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;520000;0;0;0
28.02.2013;426;EUR;1.37;N;Out;;-570000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;427;JPY;0.0098;N;Out;;0;0;0;0;0;-130000;0;0;0;0;0;0;0;0;0;0
28.02.2013;428;EUR;1.37;N;Out;;0;0;0;-90000;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;429;AED;1;N;Lim;;680000;680000;680000;680000;680000;680000;680000;680000;680000;0;0;0;0;0;0;0
28.02.2013;430;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;431;EUR;1.37;N;Out;;0;0;60000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;432;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;-380000;0;0;0;0;0;0
28.02.2013;433;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;434;CHF;1.19;N;Out;;0;0;580000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;435;USD;1;N;In;;0;0;0;0;0;0;0;0;330000;0;0;0;0;0;0;0
28.02.2013;436;USD;1;N;Out;;-570000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;437;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;410000;0;0;0;0
28.02.2013;438;JPY;0.0098;N;Out;;0;-630000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;439;AED;1;N;Lim;;690000;690000;690000;690000;690000;690000;690000;0;0;0;0;0;0;0;0;0
28.02.2013;440;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-690000;0;0;0
28.02.2013;441;AED;1;N;Out;;0;0;0;0;0;-680000;0;0;0;0;0;0;0;0;0;0
28.02.2013;442;CHF;1.19;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;443;AED;1;N;Lim;;980000;980000;980000;980000;980000;980000;980000;980000;0;0;0;0;0;0;0;0
28.02.2013;444;JPY;0.0098;N;Lim;;660000;660000;660000;660000;660000;660000;660000;660000;660000;0;0;0;0;0;0;0
28.02.2013;445;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;-870000;0;0;0;0;0
28.02.2013;446;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;100000;0;0;0;0;0;0;0
28.02.2013;447;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;20000;0;0;0;0;0
28.02.2013;448;JPY;0.0098;N;In;;0;0;-610000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;449;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;370000;0;0;0
28.02.2013;450;AED;1;N;Out;;-900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;451;EUR;1.37;N;In;;0;0;0;0;0;0;410000;0;0;0;0;0;0;0;0;0
28.02.2013;452;USD;1;N;In;;0;0;0;0;0;0;0;110000;0;0;0;0;0;0;0;0
28.02.2013;453;USD;1;N;Out;;0;0;0;0;0;0;0;-580000;0;0;0;0;0;0;0;0
28.02.2013;454;JPY;0.0098;N;In;;0;0;0;0;0;0;0;0;0;0;230000;0;0;0;0;0
28.02.2013;455;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;680000;0;0;0
28.02.2013;456;AED;1;N;In;;0;0;0;0;0;560000;0;0;0;0;0;0;0;0;0;0
28.02.2013;457;AED;1;N;Lim;;810000;810000;810000;810000;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;458;JPY;0.0098;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;459;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;-250000;0;0;0;0;0
28.02.2013;460;EUR;1.37;N;Out;;0;0;0;0;0;-450000;0;0;0;0;0;0;0;0;0;0
28.02.2013;461;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0
28.02.2013;462;USD;1;N;Lim;;140000;140000;140000;140000;140000;140000;140000;140000;140000;140000;140000;0;0;0;0;0
28.02.2013;463;AED;1;N;In;;0;0;0;0;0;0;0;0;0;530000;0;0;0;0;0;0
28.02.2013;464;EUR;1.37;N;In;;0;0;0;0;0;0;0;420000;0;0;0;0;0;0;0;0
28.02.2013;465;JPY;0.0098;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;980000;0;0;0
28.02.2013;466;EUR;1.37;N;Lim;;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;0;0;0;0
28.02.2013;467;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;468;AED;1;N;In;;0;0;0;0;0;170000;0;0;0;0;0;0;0;0;0;0
28.02.2013;469;CHF;1.19;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;470;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;471;JPY;0.0098;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;472;EUR;1.37;N;In;;0;0;0;590000;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;473;AED;1;N;In;;0;0;0;0;0;0;0;0;0;110000;0;0;0;0;0;0
28.02.2013;474;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-90000;0;0;0;0
28.02.2013;475;USD;1;N;In;;810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;476;CHF;1.19;N;Out;;0;0;0;0;0;0;0;0;0;0;-920000;0;0;0;0;0
28.02.2013;477;EUR;1.37;N;Out;;0;0;0;0;0;-190000;0;0;0;0;0;0;0;0;0;0
28.02.2013;478;JPY;0.0098;N;Out;;0;0;0;0;0;0;0;0;-20000;0;0;0;0;0;0;0
28.02.2013;479;AED;1;N;In;;0;0;0;0;0;0;760000;0;0;0;0;0;0;0;0;0
28.02.2013;480;AED;1;N;In;;0;0;0;0;0;0;0;0;0;160000;0;0;0;0;0;0
28.02.2013;481;JPY;0.0098;N;In;;450000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;482;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;960000;0;0;0;0
28.02.2013;483;AED;1;N;Out;;0;0;0;0;0;0;0;-590000;0;0;0;0;0;0;0;0
28.02.2013;484;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-40000;0;0;0
28.02.2013;485;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-550000;0;0;0
28.02.2013;486;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;840000;0;0;0;0;0
28.02.2013;487;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;650000;0;0;0
28.02.2013;488;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;-410000;0;0;0;0;0;0
28.02.2013;489;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-250000;0;0;0
28.02.2013;490;AED;1;N;In;;0;0;0;0;0;0;0;0;310000;0;0;0;0;0;0;0
28.02.2013;491;USD;1;N;In;;0;0;0;0;0;490000;0;0;0;0;0;0;0;0;0;0
28.02.2013;492;EUR;1.37;N;Out;;0;0;740000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;493;EUR;1.37;N;Lim;;530000;530000;530000;530000;530000;530000;530000;0;0;0;0;0;0;0;0;0
28.02.2013;494;AED;1;N;In;;0;0;0;0;0;0;0;0;0;20000;0;0;0;0;0;0
28.02.2013;495;EUR;1.37;N;Out;;0;-980000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;496;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-570000;0;0;0;0
28.02.2013;497;JPY;0.0098;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;498;EUR;1.37;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;499;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;290000;0;0;0
28.02.2013;500;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;650000;0;0;0;0
28.02.2013;501;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;-580000;0;0;0;0;0
28.02.2013;502;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;-890000;0;0;0;0;0
28.02.2013;503;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;150000;0;0;0;0
28.02.2013;504;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;-980000;0;0;0;0;0;0
28.02.2013;505;AED;1;N;In;;0;0;0;0;0;0;0;790000;0;0;0;0;0;0;0;0
28.02.2013;506;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;140000;0;0;0
28.02.2013;507;USD;1;N;Out;;0;0;0;0;0;0;0;-60000;0;0;0;0;0;0;0;0
28.02.2013;508;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-630000;0;0;0
28.02.2013;509;EUR;1.37;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;510;AED;1;N;In;;0;0;0;0;0;0;0;0;420000;0;0;0;0;0;0;0
28.02.2013;511;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;512;CHF;1.19;N;Lim;;330000;330000;330000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;513;EUR;1.37;N;In;;0;0;0;0;0;0;850000;0;0;0;0;0;0;0;0;0
28.02.2013;514;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;230000;0;0;0;0;0
28.02.2013;515;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;516;JPY;0.0098;N;Lim;;770000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;517;EUR;1.37;N;Out;;0;0;0;0;0;0;-790000;0;0;0;0;0;0;0;0;0
28.02.2013;518;EUR;1.37;N;Lim;;530000;530000;530000;530000;530000;530000;530000;530000;530000;0;0;0;0;0;0;0
28.02.2013;519;JPY;0.0098;N;In;;0;0;0;0;0;0;230000;0;0;0;0;0;0;0;0;0
28.02.2013;520;USD;1;N;In;;0;0;0;0;0;0;0;180000;0;0;0;0;0;0;0;0
28.02.2013;521;USD;1;N;Out;;0;0;930000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;522;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;-340000;0;0;0;0;0;0
28.02.2013;523;USD;1;N;In;;0;0;0;280000;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;524;USD;1;N;In;;0;470000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;525;CHF;1.19;N;In;;0;0;0;0;0;0;0;550000;0;0;0;0;0;0;0;0
28.02.2013;526;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-540000;0;0;0;0
28.02.2013;527;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-270000;0;0;0
28.02.2013;528;AED;1;N;In;;0;0;-570000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;529;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;-10000;0;0;0;0;0
28.02.2013;530;JPY;0.0098;N;Out;;0;0;0;0;0;-400000;0;0;0;0;0;0;0;0;0;0
28.02.2013;531;JPY;0.0098;N;Out;;0;0;0;0;0;0;0;0;0;0;-50000;0;0;0;0;0
28.02.2013;532;USD;1;N;In;;0;0;0;0;0;0;740000;0;0;0;0;0;0;0;0;0
28.02.2013;533;JPY;0.0098;N;Out;;-620000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;534;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-350000;0;0;0;0
28.02.2013;535;JPY;0.0098;N;Lim;;960000;960000;960000;960000;960000;960000;960000;960000;960000;0;0;0;0;0;0;0
28.02.2013;536;USD;1;N;Lim;;790000;790000;790000;790000;790000;790000;790000;790000;790000;790000;0;0;0;0;0;0
28.02.2013;537;USD;1;N;Out;;0;-980000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;538;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;450000;0;0;0;0;0;0
28.02.2013;539;USD;1;N;Out;;0;0;60000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;540;USD;1;N;In;;0;0;0;0;0;0;0;0;160000;0;0;0;0;0;0;0
28.02.2013;541;EUR;1.37;N;Out;;0;0;0;0;0;0;0;-930000;0;0;0;0;0;0;0;0
28.02.2013;542;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;200000;0;0;0;0
28.02.2013;543;AED;1;N;Lim;;200000;200000;200000;200000;200000;200000;200000;200000;200000;200000;0;0;0;0;0;0
28.02.2013;544;AED;1;N;Out;;0;0;0;0;0;0;-740000;0;0;0;0;0;0;0;0;0
28.02.2013;545;JPY;0.0098;N;Out;;0;0;0;0;0;0;0;-410000;0;0;0;0;0;0;0;0
28.02.2013;546;EUR;1.37;N;Lim;;270000;270000;270000;270000;270000;270000;270000;0;0;0;0;0;0;0;0;0
28.02.2013;547;CHF;1.19;N;Lim;;860000;860000;860000;860000;860000;860000;860000;0;0;0;0;0;0;0;0;0
28.02.2013;548;AED;1;N;Out;;0;0;0;0;0;-490000;0;0;0;0;0;0;0;0;0;0
28.02.2013;549;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;390000;0;0;0;0
28.02.2013;550;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;-850000;0;0;0;0;0
28.02.2013;551;JPY;0.0098;N;Out;;0;0;0;0;0;0;0;0;-850000;0;0;0;0;0;0;0
28.02.2013;552;EUR;1.37;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;553;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;430000;0;0;0
28.02.2013;554;EUR;1.37;N;Out;;0;0;0;-450000;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;555;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-840000;0;0;0;0
28.02.2013;556;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;-50000;0;0;0;0;0
28.02.2013;557;AED;1;N;In;;0;0;0;0;0;890000;0;0;0;0;0;0;0;0;0;0
28.02.2013;558;AED;1;N;In;;0;0;0;0;0;0;0;0;0;760000;0;0;0;0;0;0
28.02.2013;559;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;190000;0;0;0;0
28.02.2013;560;JPY;0.0098;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;561;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-840000;0;0;0
28.02.2013;562;EUR;1.37;N;Lim;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;563;JPY;0.0098;N;Out;;0;0;0;0;0;-750000;0;0;0;0;0;0;0;0;0;0
28.02.2013;564;EUR;1.37;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;565;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-260000;0;0;0
28.02.2013;566;USD;1;N;In;;0;0;-570000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;567;JPY;0.0098;N;Out;;0;0;0;0;0;0;0;0;0;-550000;0;0;0;0;0;0
28.02.2013;568;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;-620000;0;0;0;0;0;0
28.02.2013;569;JPY;0.0098;N;Lim;;300000;300000;300000;300000;300000;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;570;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;571;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-790000;0;0;0
28.02.2013;572;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;573;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;970000;0;0;0
28.02.2013;574;JPY;0.0098;N;Out;;0;0;0;0;0;0;0;0;0;0;-750000;0;0;0;0;0
28.02.2013;575;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;-740000;0;0;0;0;0;0
28.02.2013;576;EUR;1.37;N;In;;0;0;0;0;0;0;900000;0;0;0;0;0;0;0;0;0
28.02.2013;577;USD;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;578;JPY;0.0098;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;579;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;-160000;0;0;0;0;0
28.02.2013;580;AED;1;N;Out;;0;0;0;0;0;0;0;-910000;0;0;0;0;0;0;0;0
28.02.2013;581;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;582;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;710000;0;0;0;0;0;0
28.02.2013;583;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;650000;0;0;0
28.02.2013;584;CHF;1.19;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-650000;0;0;0;0
28.02.2013;585;EUR;1.37;N;In;;0;0;-330000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;586;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;940000;0;0;0
28.02.2013;587;JPY;0.0098;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;588;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;410000;0;0;0
28.02.2013;589;JPY;0.0098;N;In;;0;0;0;0;0;0;0;850000;0;0;0;0;0;0;0;0
28.02.2013;590;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;591;EUR;1.37;N;Lim;;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;0;0;0;0;0
28.02.2013;592;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;-860000;0;0;0;0;0;0;0
28.02.2013;593;AED;1;N;Lim;;350000;350000;350000;350000;350000;350000;350000;0;0;0;0;0;0;0;0;0
28.02.2013;594;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;-490000;0;0;0;0;0
28.02.2013;595;EUR;1.37;N;In;;0;910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;596;EUR;1.37;N;In;;0;0;-50000;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.2013;597;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;-920000;0;0;0;0;0
28.02.2013;598;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-600000;0;0;0
28.02.2013;599;USD;1;N;Out;;0;0;0;0;0;0;0;-190000;0;0;0;0;0;0;0;0
31.03.2013;1000;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-890000;0;0;0;0
31.03.2013;1001;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;520000;0;0;0
31.03.2013;1002;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-180000;0;0;0;0
31.03.2013;1003;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-990000;0;0;0;0
31.03.2013;1004;AED;1;N;In;;130000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.03.2013;1005;EUR;1.37;N;Out;;0;0;0;0;0;0;0;-270000;0;0;0;0;0;0;0;0
31.03.2013;1006;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;-760000;0;0;0;0;0
31.03.2013;1007;USD;1;N;Out;;-30000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.03.2013;1008;AED;1;N;Lim;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.03.2013;1009;JPY;0.0098;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.03.2013;1010;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;750000;0;0;0
31.03.2013;1011;AED;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.03.2013;1012;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;110000;0;0;0;0;0;0;0
31.03.2013;1013;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-570000;0;0;0
31.03.2013;1014;USD;1;N;Out;;0;0;0;0;0;0;0;-170000;0;0;0;0;0;0;0;0
31.03.2013;1015;USD;1;N;Lim;;970000;970000;970000;970000;970000;970000;970000;0;0;0;0;0;0;0;0;0
31.03.2013;1016;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.03.2013;1017;AED;1;N;In;;0;0;0;0;0;0;0;0;730000;0;0;0;0;0;0;0
31.03.2013;1018;JPY;0.0098;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.03.2013;1019;AED;1;N;Lim;;470000;470000;470000;470000;470000;470000;470000;470000;0;0;0;0;0;0;0;0
31.03.2013;1020;EUR;1.37;N;Out;;0;0;610000;0;0;0;0;0;0;0;0;0;0;0;0;0
31.03.2013;1021;EUR;1.37;N;In;;0;0;0;0;0;0;0;100000;0;0;0;0;0;0;0;0
31.03.2013;1022;EUR;1.37;N;In;;0;0;0;0;0;0;0;40000;0;0;0;0;0;0;0;0
31.03.2013;1023;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;-570000;0;0;0;0;0;0
